president,year,party,china_sentiment,china_mention_count
Richard M. Nixon,1974,Republican,0.1094907407407407,5
Ronald Reagan,1985,Republican,0.0,1
Ronald Reagan,1988,Republican,0.1833333333333333,1
Rutherford B. Hayes,1878,Republican,0.0,1
Rutherford B. Hayes,1879,Republican,0.2222222222222222,3
Rutherford B. Hayes,1880,Republican,0.199375,4
Theodore Roosevelt,1901,Republican,0.1007225866537091,20
Theodore Roosevelt,1902,Republican,0.0195833333333333,3
Theodore Roosevelt,1903,Republican,0.0652525252525252,6
Theodore Roosevelt,1904,Republican,0.2334798534798534,6
Theodore Roosevelt,1905,Republican,0.0682182539682539,32
Theodore Roosevelt,1907,Republican,0.0928075396825396,9
Theodore Roosevelt,1908,Republican,0.034024013024013,16
Ulysses S. Grant,1869,Republican,0.2511160714285714,4
Ulysses S. Grant,1870,Republican,0.0174603174603174,6
Ulysses S. Grant,1871,Republican,0.0177083333333333,4
Ulysses S. Grant,1872,Republican,0.0206555349412492,4
Ulysses S. Grant,1873,Republican,0.0687499999999999,2
Ulysses S. Grant,1874,Republican,0.048095238095238,5
Ulysses S. Grant,1875,Republican,0.0458333333333333,1
William Howard Taft,1909,Republican,0.0264880952380952,12
William Howard Taft,1910,Republican,0.0567251758658008,22
William Howard Taft,1911,Republican,0.1127331993403421,20
William Howard Taft,1912,Republican,0.0786310039167181,18
William J. Clinton,1994,Democratic,0.1999999999999999,1
William J. Clinton,1997,Democratic,0.0732954545454545,7
William J. Clinton,1998,Democratic,0.1181818181818181,1
William J. Clinton,1999,Democratic,0.2007102272727272,5
William J. Clinton,2000,Democratic,0.026672335600907,9
William McKinley,1898,Republican,0.0510144022644022,8
William McKinley,1899,Republican,0.0756410256410256,6
William McKinley,1900,Republican,0.0290631882737145,47
