president,year,party,china_sentiment,china_mention_count
Harry S Truman,1953,Democratic,0.07627551020408163,8
Herbert Hoover,1929,Republican,-0.025,2
Herbert Hoover,1930,Republican,,0
Herbert Hoover,1931,Republican,0.8,2
Herbert Hoover,1932,Republican,,0
James Buchanan,1857,Democratic,0.1953373015873016,6
James Buchanan,1858,Democratic,0.11223333333333334,5
James Buchanan,1859,Democratic,0.1311111111111111,10
James Buchanan,1860,Democratic,0.15496031746031746,8
James K. Polk,1845,Democratic,-0.01547619047619047,2
James K. Polk,1846,Democratic,,0
James K. Polk,1847,Democratic,0.020679012345679013,11
James K. Polk,1848,Democratic,0.30416666666666664,2
James Madison,1809,Democratic-Republican,,0
James Madison,1810,Democratic-Republican,,0
James Madison,1811,Democratic-Republican,,0
James Madison,1812,Democratic-Republican,,0
James Madison,1813,Democratic-Republican,,0
James Madison,1814,Democratic-Republican,,0
James Madison,1815,Democratic-Republican,,0
James Madison,1816,Democratic-Republican,,0
James Monroe,1817,Democratic-Republican,,0
James Monroe,1818,Democratic-Republican,,0
James Monroe,1819,Democratic-Republican,,0
James Monroe,1820,Democratic-Republican,,0
James Monroe,1821,Democratic-Republican,,0
James Monroe,1822,Democratic-Republican,,0
James Monroe,1823,Democratic-Republican,,0
James Monroe,1824,Democratic-Republican,,0
Jimmy Carter,1978,Democratic,0.0,1
Jimmy Carter,1979,Democratic,0.15478084415584414,10
Jimmy Carter,1980,Democratic,0.052929223554223546,17
Jimmy Carter,1981,Democratic,0.06303357086636308,10
John Adams,1797,Federalist,,0
John Adams,1798,Federalist,,0
John Adams,1799,Federalist,,0
John Adams,1800,Federalist,,0
John F. Kennedy,1961,Democratic,0.18125000000000002,2
John F. Kennedy,1962,Democratic,0.06454545454545454,1
John F. Kennedy,1963,Democratic,-0.25,3
John Quincy Adams,1825,Democratic-Republican,0.55,1
John Quincy Adams,1826,Democratic-Republican,,0
John Quincy Adams,1827,Democratic-Republican,,0
John Quincy Adams,1828,Democratic-Republican,,0
John Tyler,1841,Whig,,0
John Tyler,1842,Whig,,0
John Tyler,1843,Whig,0.2625,3
John Tyler,1844,Whig,0.09999999999999999,1
Joseph Biden,2021,Democratic,0.11574404761904762,5
Joseph Biden,2022,Democratic,0.14479166666666665,4
Joseph Biden,2023,Democratic,,0
Joseph Biden,2024,Democratic,,0
Lyndon B. Johnson,1964,Democratic,,0
Lyndon B. Johnson,1965,Democratic,,0
Lyndon B. Johnson,1966,Democratic,-0.08333333333333333,1
Lyndon B. Johnson,1967,Democratic,0.2625,3
Lyndon B. Johnson,1968,Democratic,-0.3666666666666667,2
Lyndon B. Johnson,1969,Democratic,,0
Martin Van Buren,1837,Democratic,,0
Martin Van Buren,1838,Democratic,0.09924242424242426,1
Martin Van Buren,1839,Democratic,,0
Martin Van Buren,1840,Democratic,-0.07954545454545454,1
Millard Fillmore,1850,Whig,,0
Millard Fillmore,1851,Whig,0.08194444444444444,3
Millard Fillmore,1852,Whig,0.23333333333333334,2
Richard M. Nixon,1970,Republican,0.0,1
Richard M. Nixon,1971,Republican,,0
Richard M. Nixon,1972,Republican,0.041666666666666664,2
Richard M. Nixon,1974,Republican,0.10949074074074074,5
Ronald Reagan,1981,Republican,,0
Ronald Reagan,1982,Republican,,0
Ronald Reagan,1983,Republican,,0
Ronald Reagan,1984,Republican,,0
Ronald Reagan,1985,Republican,0.0,1
Ronald Reagan,1986,Republican,,0
Ronald Reagan,1987,Republican,,0
Ronald Reagan,1988,Republican,0.18333333333333335,1
Rutherford B. Hayes,1877,Republican,,0
Rutherford B. Hayes,1878,Republican,0.0,1
Rutherford B. Hayes,1879,Republican,0.2222222222222222,3
Rutherford B. Hayes,1880,Republican,0.19937500000000002,4
Theodore Roosevelt,1901,Republican,0.1007225866537091,20
Theodore Roosevelt,1902,Republican,0.019583333333333328,3
Theodore Roosevelt,1903,Republican,0.06525252525252524,6
Theodore Roosevelt,1904,Republican,0.23347985347985348,6
Theodore Roosevelt,1905,Republican,0.06821825396825397,32
Theodore Roosevelt,1906,Republican,,0
Theodore Roosevelt,1907,Republican,0.09280753968253967,9
Theodore Roosevelt,1908,Republican,0.03402401302401303,16
Thomas Jefferson,1801,Democratic-Republican,,0
Thomas Jefferson,1802,Democratic-Republican,,0
Thomas Jefferson,1803,Democratic-Republican,,0
Thomas Jefferson,1804,Democratic-Republican,,0
Thomas Jefferson,1805,Democratic-Republican,,0
Thomas Jefferson,1806,Democratic-Republican,,0
Thomas Jefferson,1807,Democratic-Republican,,0
Thomas Jefferson,1808,Democratic-Republican,,0
Ulysses S. Grant,1869,Republican,0.2511160714285714,4
Ulysses S. Grant,1870,Republican,0.01746031746031746,6
Ulysses S. Grant,1871,Republican,0.017708333333333333,4
Ulysses S. Grant,1872,Republican,0.020655534941249224,4
Ulysses S. Grant,1873,Republican,0.06874999999999999,2
Ulysses S. Grant,1874,Republican,0.048095238095238094,5
Ulysses S. Grant,1875,Republican,0.04583333333333332,1
Ulysses S. Grant,1876,Republican,,0
Warren G. Harding,1921,Republican,,0
Warren G. Harding,1922,Republican,,0
William Howard Taft,1909,Republican,0.026488095238095245,12
William Howard Taft,1910,Republican,0.056725175865800864,22
William Howard Taft,1911,Republican,0.11273319934034219,20
William Howard Taft,1912,Republican,0.07863100391671819,18
William J. Clinton,1993,Democratic,,0
William J. Clinton,1994,Democratic,0.19999999999999998,1
William J. Clinton,1995,Democratic,,0
William J. Clinton,1996,Democratic,,0
William J. Clinton,1997,Democratic,0.07329545454545454,7
William J. Clinton,1998,Democratic,0.11818181818181818,1
William J. Clinton,1999,Democratic,0.20071022727272728,5
William J. Clinton,2000,Democratic,0.02667233560090703,9
William McKinley,1897,Republican,,0
William McKinley,1898,Republican,0.05101440226440226,8
William McKinley,1899,Republican,0.07564102564102564,6
William McKinley,1900,Republican,0.029063188273714593,47
Woodrow Wilson,1913,Democratic,,0
Woodrow Wilson,1914,Democratic,,0
Woodrow Wilson,1915,Democratic,,0
Woodrow Wilson,1916,Democratic,,0
Woodrow Wilson,1917,Democratic,,0
Woodrow Wilson,1918,Democratic,,0
Woodrow Wilson,1919,Democratic,-0.11927083333333333,0
Woodrow Wilson,1920,Democratic,,0
Zachary Taylor,1849,Whig,,0
